sample,wc,vm,fc,ac,c,h,o,n,s,cl,hc,oc,lhv,temperature,residence_time,pressure,heat_rate,fuel_type,devol_yield,fuel_category_Biomass,fuel_category_Coal,fuel_category_Mix,fuel_category_Plastic
_bks_16,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,5.0,1.0,1000,Lignite,18.84903983,0,1,0,0
ebs1_41,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,10.0,1.0,1000,RDF1,67.01316701,0,0,0,1
ebs1_42,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,10.0,1.0,1000,RDF1,72.65983751,0,0,0,1
ebs1_43,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,10.0,1.0,1000,RDF1,71.49794546,0,0,0,1
_ebs1_18,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,1.0,2.0,1000,RDF1,69.39910305,0,0,0,1
_ebs1_19,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,1.0,5.0,1000,RDF1,76.50952975,0,0,0,1
refuse_derived_1,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,1.0,1.0,1000,RDF2,33.33333333,0,0,0,1
refuse_derived_31,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,1.5,1.0,1000,RDF2,28.88811915,0,0,0,1
refuse_derived_41,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,2.0,1.0,1000,RDF2,32.23318939,0,0,0,1
refuse_derived_42,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,2.0,1.0,1000,RDF2,57.52212389,0,0,0,1
refuse_derived_51,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,5.0,1.0,1000,RDF2,38.20924893,0,0,0,1
refuse_derived_52,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,5.0,1.0,1000,RDF2,43.48225214,0,0,0,1
refuse_derived_117,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,1.0,1.0,1000,RDF2,25.63249001,0,0,0,1
refuse_derived_131,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,0.5,1.0,1000,RDF2,36.39143731,0,0,0,1
refuse_derived_132,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,1.5,1.0,1000,RDF2,61.14586763,0,0,0,1
refuse_derived_133,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,2.0,1.0,1000,RDF2,58.50550964,0,0,0,1
refuse_derived_137,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,1.5,1.0,1000,RDF2,59.4457587,0,0,0,1
refuse_derived_138,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,2.0,1.0,1000,RDF2,63.2405892,0,0,0,1
refuse_derived_139,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,5.0,1.0,1000,RDF2,60.14271152,0,0,0,1
refuse_derived_144,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,1.5,1.0,1000,RDF2,60.37351443,0,0,0,1
refuse_derived_148,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,1.0,1.0,1000,RDF2,37.5712848,0,0,0,1
refuse_derived_172,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,1.5,1.0,1000,RDF2,39.6411093,0,0,0,1
refuse_derived_173,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,1.0,1.0,1000,RDF2,34.17762103,0,0,0,1
refuse_derived_176,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,1.5,1.0,1000,RDF2,40.66342579,0,0,0,1
refuse_derived_178,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,2.0,1.0,1000,RDF2,63.00138313,0,0,0,1
ebs2_54,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,0.0,1.4,0.2,20.2995,600,10.0,1.0,1000,RDF2,58.36142953,0,0,0,1
gumm_85,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,600,10.0,1.0,1000,Rubber,58.24974057,0,0,0,1
gm_3,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,600,1.0,10.0,1000,Rubber,61.86035892,0,0,0,1
gm_18,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,600,1.0,2.0,1000,Rubber,51.51979271,0,0,0,1
gm_19,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,600,1.0,5.0,1000,Rubber,60.63222451,0,0,0,1
gm_20,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,600,1.0,10.0,1000,Rubber,61.86035892,0,0,0,1
sewage_83,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,0.5,1.0,1000,Sewage,20.48104956,1,0,0,0
sewage_86,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,1.0,1.0,1000,Sewage,17.04436642,1,0,0,0
sewage_89,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,2.0,1.0,1000,Sewage,16.18655693,1,0,0,0
sewage_91,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,2.0,1.0,1000,Sewage,19.64980545,1,0,0,0
sewage_93,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,5.0,1.0,1000,Sewage,32.87388008,1,0,0,0
sewage_94,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,5.0,1.0,1000,Sewage,34.4422043,1,0,0,0
sewage_95,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,5.0,1.0,1000,Sewage,19.50303381,1,0,0,0
sewage_97,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,10.0,1.0,1000,Sewage,37.66432284,1,0,0,0
sewage_99,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,10.0,1.0,1000,Sewage,38.49794888,1,0,0,0
sewage_141,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,1.0,1.0,1000,Sewage,19.7689769,1,0,0,0
sewage_143,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,2.0,1.0,1000,Sewage,34.55532926,1,0,0,0
sewage_146,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,2.0,1.0,1000,Sewage,29.85172982,1,0,0,0
sewage_147,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,5.0,1.0,1000,Sewage,37.57025508,1,0,0,0
sewage_148,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,5.0,1.0,1000,Sewage,28.53089533,1,0,0,0
sewage_149,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,10.0,1.0,1000,Sewage,35.5570161,1,0,0,0
sewage_150,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,10.0,1.0,1000,Sewage,38.10696692,1,0,0,0
sewage_177,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,2.0,1.0,1000,Sewage,29.85924933,1,0,0,0
sewage_230,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,2.0,1.0,1000,Sewage,29.45736434,1,0,0,0
sewage_252,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,0.5,1.0,1000,Sewage,17.17724289,1,0,0,0
sewage_253,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,0.5,1.0,1000,Sewage,24.40604752,1,0,0,0
sewage_254,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,1.0,1.0,1000,Sewage,21.47398844,1,0,0,0
sewage_256,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,1.0,1.0,1000,Sewage,25.77077748,1,0,0,0
sewage_257,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,2.0,1.0,1000,Sewage,38.08174828,1,0,0,0
sewage_258,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,2.0,1.0,1000,Sewage,35.97091531,1,0,0,0
sewage_259,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,2.0,1.0,1000,Sewage,21.2295082,1,0,0,0
sewage_260,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,5.0,1.0,1000,Sewage,39.11796343,1,0,0,0
sewage_307,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,0.5,1.0,1000,Sewage,32.68085106,1,0,0,0
sewage_309,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,1.0,1.0,1000,Sewage,26.45682688,1,0,0,0
sewage_313,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,1.0,1.0,1000,Sewage,26.49507949,1,0,0,0
sewage_315,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,2.0,1.0,1000,Sewage,21.9116321,1,0,0,0
sewage_322,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,0.5,1.0,1000,Sewage,20.42976267,1,0,0,0
sewage_323,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,2.0,1.0,1000,Sewage,25.16129032,1,0,0,0
sewage_325,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,2.0,1.0,1000,Sewage,28.51128971,1,0,0,0
swage_15,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,1.0,1.0,1000,Sewage,27.21755514,1,0,0,0
TC_9,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,1.0,1.0,1000,Torr-Coal,24.87526728,0,1,0,0
TC_52,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,2.0,1.0,1000,Torr-Coal,35.22441652,0,1,0,0
TC_128,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,1.0,1.0,1000,Torr-Coal,23.75960867,0,1,0,0
TC_131,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,2.0,1.0,1000,Torr-Coal,27.22204001,0,1,0,0
TC_132,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,2.0,1.0,1000,Torr-Coal,26.77810554,0,1,0,0
TC_133,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,5.0,1.0,1000,Torr-Coal,35.25337222,0,1,0,0
TC_134,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,5.0,1.0,1000,Torr-Coal,35.32629934,0,1,0,0
TC_135,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,5.0,1.0,1000,Torr-Coal,30.77425678,0,1,0,0
TC_136,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,10.0,1.0,1000,Torr-Coal,36.14931238,0,1,0,0
TC_137,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,1.0,1.0,1000,Torr-Coal,30.73364177,0,1,0,0
TC_138,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,2.0,1.0,1000,Torr-Coal,28.83161512,0,1,0,0
TC_140,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,0.5,1.0,1000,Torr-Coal,24.60842325,0,1,0,0
TC_141,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,10.0,1.0,1000,Torr-Coal,36.34531407,0,1,0,0
TC_142,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,5.0,1.0,1000,Torr-Coal,35.08517579,0,1,0,0
TW_244,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,5.0,1.0,1000,Torr-Wood,64.00418556,1,0,0,0
TW_246,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,5.0,1.0,1000,Torr-Wood,54.48895028,1,0,0,0
TW_247,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,5.0,1.0,1000,Torr-Wood,63.68421053,1,0,0,0
TW_250,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,2.0,1.0,1000,Torr-Wood,49.59266802,1,0,0,0
TW_252,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,2.0,1.0,1000,Torr-Wood,57.03342618,1,0,0,0
TW_253,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,2.0,1.0,1000,Torr-Wood,54.31149733,1,0,0,0
TW_254,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,1.0,1.0,1000,Torr-Wood,41.02564103,1,0,0,0
TW_255,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,1.0,1.0,1000,Torr-Wood,41.3816008,1,0,0,0
TW_257,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,0.5,1.0,1000,Torr-Wood,38.95495495,1,0,0,0
TW_258,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,0.5,1.0,1000,Torr-Wood,48.72276484,1,0,0,0
TW_264,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,5.0,1.0,1000,Torr-Wood,65.74659129,1,0,0,0
TW_266,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,2.0,1.0,1000,Torr-Wood,48.68421053,1,0,0,0
TW_267,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,2.0,1.0,1000,Torr-Wood,40.41278296,1,0,0,0
TW_268,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,2.0,1.0,1000,Torr-Wood,50.54443274,1,0,0,0
TW_273,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,0.5,1.0,1000,Torr-Wood,41.63396361,1,0,0,0
TW_275,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,2.0,1.0,1000,Torr-Wood,51.00584036,1,0,0,0
TW_280,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,1.0,1.0,1000,Torr-Wood,37.03703704,1,0,0,0
TW_282,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,1.0,1.0,1000,Torr-Wood,32.89641944,1,0,0,0
TW_284,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,0.5,1.0,1000,Torr-Wood,40.50676848,1,0,0,0
wood_5,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,10.0,1.0,1000,Wood,40.82256968,1,0,0,0
wood_21,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,10.0,1.0,1000,Wood,46.23928911,1,0,0,0
wood_61,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,10.0,1.0,1000,Wood,36.77498972,1,0,0,0
wood_62,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,10.0,1.0,1000,Wood,49.7212932,1,0,0,0
wood_111,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,10.0,1.0,1000,Wood,31.15696888,1,0,0,0
wood_44,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,0.5,1.0,1000,Wood,54.65425532,1,0,0,0
wood_45,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,0.5,1.0,1000,Wood,33.67501898,1,0,0,0
wood_46,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,0.5,1.0,1000,Wood,56.13004309,1,0,0,0
wood_103,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,0.5,1.0,1000,Wood,44.04201376,1,0,0,0
wood_5,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,1.0,1.0,1000,Wood,40.82256968,1,0,0,0
wood_21,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,1.0,1.0,1000,Wood,46.23928911,1,0,0,0
wood_61,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,1.0,1.0,1000,Wood,36.77498972,1,0,0,0
wood_62,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,1.0,1.0,1000,Wood,49.7212932,1,0,0,0
wood_111,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,1.0,1.0,1000,Wood,31.15696888,1,0,0,0
wood_137,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,1.5,1.0,1000,Wood,42.64947888,1,0,0,0
wood_148,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,1.5,1.0,1000,Wood,44.36008677,1,0,0,0
wood_150,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,1.5,1.0,1000,Wood,37.98737468,1,0,0,0
wood_151,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,1.5,1.0,1000,Wood,59.6107056,1,0,0,0
wood_49,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,2.0,1.0,1000,Wood,60.13129103,1,0,0,0
wood_50,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,2.0,1.0,1000,Wood,34.82384824,1,0,0,0
wood_58,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,2.0,1.0,1000,Wood,52.23188406,1,0,0,0
wod_14,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,1.0,0.5,1000,Wood,34.61610957,1,0,0,0
wod_15,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,1.0,1.0,1000,Wood,38.99804181,1,0,0,0
wod_16,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,1.0,1.5,1000,Wood,41.93402453,1,0,0,0
wod_17,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,1.0,2.0,1000,Wood,58.33119939,1,0,0,0
digestate_182,10.2,50.7,15.4,23.7,37.5,4.8,21.2,2.4,0.2,0.0,1.5,0.4,15.055,700,1.0,1.0,1000,Digestate,52.1236727,1,0,0,0
digestate_199,10.2,50.7,15.4,23.7,37.5,4.8,21.2,2.4,0.2,0.0,1.5,0.4,15.055,700,1.0,1.0,1000,Digestate,51.62569389,1,0,0,0
digestate_187,10.2,50.7,15.4,23.7,37.5,4.8,21.2,2.4,0.2,0.0,1.5,0.4,15.055,700,2.0,1.0,1000,Digestate,55.43209877,1,0,0,0
digestate_192,10.2,50.7,15.4,23.7,37.5,4.8,21.2,2.4,0.2,0.0,1.5,0.4,15.055,700,5.0,1.0,1000,Digestate,53.04054054,1,0,0,0
digestate_193,10.2,50.7,15.4,23.7,37.5,4.8,21.2,2.4,0.2,0.0,1.5,0.4,15.055,700,5.0,1.0,1000,Digestate,46.19085806,1,0,0,0
digestate_194,10.2,50.7,15.4,23.7,37.5,4.8,21.2,2.4,0.2,0.0,1.5,0.4,15.055,700,5.0,1.0,1000,Digestate,51.79533214,1,0,0,0
digestate_203,10.2,50.7,15.4,23.7,37.5,4.8,21.2,2.4,0.2,0.0,1.5,0.4,15.055,700,10.0,1.0,1000,Digestate,52.30202578,1,0,0,0
digestate_204,10.2,50.7,15.4,23.7,37.5,4.8,21.2,2.4,0.2,0.0,1.5,0.4,15.055,700,10.0,1.0,1000,Digestate,51.02753005,1,0,0,0
digestate_205,10.2,50.7,15.4,23.7,37.5,4.8,21.2,2.4,0.2,0.0,1.5,0.4,15.055,700,10.0,1.0,1000,Digestate,49.07955293,1,0,0,0
cel_30,5.725,87.90049959,6.374500406,0.0,40.30540466,4.517670155,54.86084358,0.269661888,0.046419714,0.0,1.345031574,1.020846535,16.51605,800,1.0,1.0,1000,Cellulose,92.6286509,1,0,0,0
cel_31,5.725,87.90049959,6.374500406,0.0,40.30540466,4.517670155,54.86084358,0.269661888,0.046419714,0.0,1.345031574,1.020846535,16.51605,800,1.0,1.0,1000,Cellulose,72.55563048,1,0,0,0
digestate_64,10.2,50.7,15.4,23.7,37.5,4.8,21.2,2.4,0.2,0.0,1.5,0.4,15.055,800,10.0,1.0,1000,Digestate,49.48905109,1,0,0,0
digestate_175,10.2,50.7,15.4,23.7,37.5,4.8,21.2,2.4,0.2,0.0,1.5,0.4,15.055,800,10.0,1.0,1000,Digestate,53.92370572,1,0,0,0
digestate_176,10.2,50.7,15.4,23.7,37.5,4.8,21.2,2.4,0.2,0.0,1.5,0.4,15.055,800,10.0,1.0,1000,Digestate,56.33387889,1,0,0,0
digestate_136,10.2,50.7,15.4,23.7,37.5,4.8,21.2,2.4,0.2,0.0,1.5,0.4,15.055,800,0.5,1.0,1000,Digestate,56.34446397,1,0,0,0
digestate_161,10.2,50.7,15.4,23.7,37.5,4.8,21.2,2.4,0.2,0.0,1.5,0.4,15.055,800,0.5,1.0,1000,Digestate,56.49409628,1,0,0,0
digestate_145,10.2,50.7,15.4,23.7,37.5,4.8,21.2,2.4,0.2,0.0,1.5,0.4,15.055,800,1.5,1.0,1000,Digestate,56.27906977,1,0,0,0
digestate_147,10.2,50.7,15.4,23.7,37.5,4.8,21.2,2.4,0.2,0.0,1.5,0.4,15.055,800,2.0,1.0,1000,Digestate,50.41124967,1,0,0,0
digestate_148,10.2,50.7,15.4,23.7,37.5,4.8,21.2,2.4,0.2,0.0,1.5,0.4,15.055,800,2.0,1.0,1000,Digestate,54.35756114,1,0,0,0
digestate_166,10.2,50.7,15.4,23.7,37.5,4.8,21.2,2.4,0.2,0.0,1.5,0.4,15.055,800,5.0,1.0,1000,Digestate,54.29810726,1,0,0,0
digestate_167,10.2,50.7,15.4,23.7,37.5,4.8,21.2,2.4,0.2,0.0,1.5,0.4,15.055,800,5.0,1.0,1000,Digestate,55.77112792,1,0,0,0
digestate_169,10.2,50.7,15.4,23.7,37.5,4.8,21.2,2.4,0.2,0.0,1.5,0.4,15.055,800,10.0,1.0,1000,Digestate,50.70055393,1,0,0,0
digestate_171,10.2,50.7,15.4,23.7,37.5,4.8,21.2,2.4,0.2,0.0,1.5,0.4,15.055,800,10.0,1.0,1000,Digestate,50.64395513,1,0,0,0
digestate_314,10.2,50.7,15.4,23.7,37.5,4.8,21.2,2.4,0.2,0.0,1.5,0.4,15.055,800,10.0,5.0,1000,Digestate,49.5970648,1,0,0,0
digestate_317,10.2,50.7,15.4,23.7,37.5,4.8,21.2,2.4,0.2,0.0,1.5,0.4,15.055,800,10.0,10.0,1000,Digestate,51.910299,1,0,0,0
digestate_318,10.2,50.7,15.4,23.7,37.5,4.8,21.2,2.4,0.2,0.0,1.5,0.4,15.055,800,10.0,10.0,1000,Digestate,54.51816271,1,0,0,0
digestate_321,10.2,50.7,15.4,23.7,37.5,4.8,21.2,2.4,0.2,0.0,1.5,0.4,15.055,800,10.0,20.0,1000,Digestate,56.38366818,1,0,0,0
