sample,temperature,residence_time,pressure,heat_rate,wc,vm,fc,ac,c,h,o,n,s,cl,hc,oc,lhv,devol_yield,Category
digestate_pe_421,800,2.0,1.0,1000,5.1,75.35,7.7,11.85,61.224,10.0275,10.45,1.214,0.1305,0.002,1.85,0.2,30.795,34.54363757,mix
digestate_pe_422,800,2.0,1.0,1000,5.1,75.35,7.7,11.85,61.224,10.0275,10.45,1.214,0.1305,0.002,1.85,0.2,30.795,34.10745234,mix
digestate_pe_423,800,2.0,1.0,1000,5.304,74.364,8.008,12.324,60.27504,9.8184,10.88,1.26144,0.13328,0.00192,1.836,0.208,30.1654,44.21326398,mix
digestate_pe_424,800,1.5,1.0,1000,5.1,75.35,7.7,11.85,61.224,10.0275,10.45,1.214,0.1305,0.002,1.85,0.2,30.795,21.19972733,mix
digestate_pe_426,800,1.5,1.0,1000,5.202,74.857,7.854,12.087,60.74952,9.92295,10.665,1.23772,0.13189,0.00196,1.843,0.204,30.4802,25.87296309,mix
digestate_pe_428,800,1.5,1.0,1000,5.1,75.35,7.7,11.85,61.224,10.0275,10.45,1.214,0.1305,0.002,1.85,0.2,30.795,29.13174656,mix
digestate_pe_429,800,1.0,1.0,1000,5.202,74.857,7.854,12.087,60.74952,9.92295,10.665,1.23772,0.13189,0.00196,1.843,0.204,30.4802,16.56824147,mix
digestate_pe_430,800,1.0,1.0,1000,5.304,74.364,8.008,12.324,60.27504,9.8184,10.88,1.26144,0.13328,0.00192,1.836,0.208,30.1654,18.91341256,mix
digestate_pe_431,800,1.0,1.0,1000,5.304,74.364,8.008,12.324,60.27504,9.8184,10.88,1.26144,0.13328,0.00192,1.836,0.208,30.1654,18.96955504,mix
digestate_pe_445,800,0.5,1.0,1000,5.1,75.35,7.7,11.85,61.224,10.0275,10.45,1.214,0.1305,0.002,1.85,0.2,30.795,52.74463007,mix
digestate_pe_492,800,0.5,1.0,1000,5.1,75.35,7.7,11.85,61.224,10.0275,10.45,1.214,0.1305,0.002,1.85,0.2,30.795,17.72711807,mix
digestate_pe_493,800,0.5,1.0,1000,5.1,75.35,7.7,11.85,61.224,10.0275,10.45,1.214,0.1305,0.002,1.85,0.2,30.795,26.62359742,mix
digestate_pe_494,800,0.5,1.0,1000,5.1,75.35,7.7,11.85,61.224,10.0275,10.45,1.214,0.1305,0.002,1.85,0.2,30.795,13.57854933,mix
digestate_pe_449,600,5.0,1.0,1000,5.202,74.857,7.854,12.087,60.74952,9.92295,10.665,1.23772,0.13189,0.00196,1.843,0.204,30.4802,31.26731302,mix
digestate_pe_450,600,5.0,1.0,1000,5.202,74.857,7.854,12.087,60.74952,9.92295,10.665,1.23772,0.13189,0.00196,1.843,0.204,30.4802,40.04113816,mix
digestate_pe_451,600,5.0,1.0,1000,5.202,74.857,7.854,12.087,60.74952,9.92295,10.665,1.23772,0.13189,0.00196,1.843,0.204,30.4802,41.08710331,mix
digestate_pe_452,600,2.0,1.0,1000,5.1,75.35,7.7,11.85,61.224,10.0275,10.45,1.214,0.1305,0.002,1.85,0.2,30.795,15.77710641,mix
digestate_pe_453,600,2.0,1.0,1000,5.304,74.364,8.008,12.324,60.27504,9.8184,10.88,1.26144,0.13328,0.00192,1.836,0.208,30.1654,29.00538951,mix
digestate_pe_454,600,2.0,1.0,1000,5.304,74.364,8.008,12.324,60.27504,9.8184,10.88,1.26144,0.13328,0.00192,1.836,0.208,30.1654,23.92904953,mix
digestate_pe_455,600,2.0,1.0,1000,5.406,73.871,8.162,12.561,59.80056,9.71385,11.095,1.28516,0.13467,0.00188,1.829,0.212,29.8506,12.45266206,mix
digestate_pe_457,600,1.5,1.0,1000,5.202,74.857,7.854,12.087,60.74952,9.92295,10.665,1.23772,0.13189,0.00196,1.843,0.204,30.4802,26.15069894,mix
digestate_pe_458,600,1.5,1.0,1000,5.1,75.35,7.7,11.85,61.224,10.0275,10.45,1.214,0.1305,0.002,1.85,0.2,30.795,18.60703312,mix
digestate_pe_459,600,1.5,1.0,1000,5.1,75.35,7.7,11.85,61.224,10.0275,10.45,1.214,0.1305,0.002,1.85,0.2,30.795,12.47897746,mix
digestate_pe_460,600,1.0,1.0,1000,5.1,75.35,7.7,11.85,61.224,10.0275,10.45,1.214,0.1305,0.002,1.85,0.2,30.795,6.82360969,mix
digestate_pe_461,600,1.0,1.0,1000,5.202,74.857,7.854,12.087,60.74952,9.92295,10.665,1.23772,0.13189,0.00196,1.843,0.204,30.4802,9.3708166,mix
digestate_pe_462,600,1.0,1.0,1000,5.202,74.857,7.854,12.087,60.74952,9.92295,10.665,1.23772,0.13189,0.00196,1.843,0.204,30.4802,15.67114094,mix
digestate_pe_463,600,1.0,1.0,1000,5.1,75.35,7.7,11.85,61.224,10.0275,10.45,1.214,0.1305,0.002,1.85,0.2,30.795,15.81122976,mix
digestate_pe_464,600,0.5,1.0,1000,5.1,75.35,7.7,11.85,61.224,10.0275,10.45,1.214,0.1305,0.002,1.85,0.2,30.795,9.109518936,mix
digestate_pe_465,600,0.5,1.0,1000,5.1,75.35,7.7,11.85,61.224,10.0275,10.45,1.214,0.1305,0.002,1.85,0.2,30.795,16.58362989,mix
digestate_pe_466,600,0.5,1.0,1000,5.1,75.35,7.7,11.85,61.224,10.0275,10.45,1.214,0.1305,0.002,1.85,0.2,30.795,6.407702523,mix
digestate_pe_467,600,0.5,1.0,1000,5.304,74.364,8.008,12.324,60.27504,9.8184,10.88,1.26144,0.13328,0.00192,1.836,0.208,30.1654,7.874794069,mix
